id,probability
Cust_263782,0.008074213677637162
Cust_453679,0.008630569661971496
Cust_589763,0.008863721142687256
Cust_427102,0.009110213866162583
Cust_344573,0.009174010792014353
Cust_91171,0.009381854873885535
Cust_460157,0.009450502255625468
Cust_434865,0.009644245568280566
Cust_425252,0.009644632725985178
Cust_590867,0.009734088632657198
Cust_406432,0.00979595118144978
Cust_247171,0.009830913239038107
Cust_238438,0.009847846475487981
Cust_154633,0.009848983959617173
Cust_163044,0.009861580713039325
Cust_366910,0.009888532387392986
Cust_527107,0.009903713572371563
Cust_55780,0.009925590315473081
Cust_578981,0.009934103438903805
Cust_573532,0.009970550824832815
Cust_317138,0.009976464805444632
Cust_570213,0.01000320969046828
Cust_259082,0.010110726641246142
Cust_588891,0.010115164310627542
Cust_384144,0.010128633468372304
Cust_415030,0.010155960585768543
Cust_94261,0.010224189508927416
Cust_156819,0.010377314771209586
Cust_60045,0.010386264969640012
Cust_355373,0.010407569171131236
Cust_121296,0.010411378947326832
Cust_496511,0.010417377260589628
Cust_439798,0.010436364701651716
Cust_69580,0.010449716389044612
Cust_121475,0.010450628260816443
Cust_235656,0.010454766455465994
Cust_189010,0.01045865685464977
Cust_13379,0.01046073008415888
Cust_225163,0.010467257486769656
Cust_526641,0.010534226892187007
Cust_492831,0.010535250942134745
Cust_492075,0.01054651777334797
Cust_413741,0.010557393668211061
Cust_236068,0.01056147619009334
Cust_436521,0.010584549917444805
Cust_514002,0.010600373334419478
Cust_84667,0.010609916985740098
Cust_398690,0.010624636654179478
Cust_184661,0.010624977672857696
Cust_357456,0.010625372802136311
Cust_468668,0.010639076916335985
Cust_351565,0.010652007245094674
Cust_463385,0.010680612620928162
Cust_270791,0.010687828374836865
Cust_118477,0.010718640379093855
Cust_191400,0.010723430338739876
Cust_542178,0.010735416126764805
Cust_255541,0.010744740051159477
Cust_331848,0.010754168235844932
Cust_260583,0.0107642894268861
Cust_239916,0.010784386396651545
Cust_315927,0.01078693281186881
Cust_542114,0.010802287381570498
Cust_294935,0.010807784294549566
Cust_510612,0.010820284306202984
Cust_213307,0.010832769706763166
Cust_107347,0.010842610015888458
Cust_29265,0.010857527139865241
Cust_501580,0.010866087895784199
Cust_249998,0.010876852783040195
Cust_124747,0.01088116568263859
Cust_582560,0.010901199651886065
Cust_48237,0.010909054570607821
Cust_530638,0.010910475525924803
Cust_554329,0.010931900266609996
Cust_459646,0.010947058133350618
Cust_210494,0.010953252502260076
Cust_139757,0.010961421301154774
Cust_125368,0.010974481544468197
Cust_452756,0.010975884997121923
Cust_203383,0.010983115700273565
Cust_564574,0.010987095366318995
Cust_446751,0.010995845655298974
Cust_570069,0.01100369293827122
Cust_529937,0.01101141243702746
Cust_448648,0.011012083860714839
Cust_366338,0.011024803098236575
Cust_217744,0.011041450413646172
Cust_546389,0.011076424553498141
Cust_409167,0.011102440490495842
Cust_377435,0.011102798601739886
Cust_225146,0.011103990335817856
Cust_229458,0.011119119147007877
Cust_8997,0.011126410057955899
Cust_499674,0.011132829669356505
Cust_312145,0.011136064143262733
Cust_374598,0.011142056406624632
Cust_113969,0.011145095444139809
Cust_93679,0.011158219293838601
Cust_495610,0.011161761287531735
Cust_460660,0.011166396521765414
Cust_376396,0.011166998725978929
Cust_486291,0.011168006361733356
Cust_418158,0.011173513499987246
Cust_500274,0.011182763787288635
Cust_325436,0.011183690585117624
Cust_524157,0.01118561691482759
Cust_94009,0.011187319555136582
Cust_229506,0.01118766685665472
Cust_357167,0.011228370276737468
Cust_558046,0.011239961115225253
Cust_150383,0.011241253281798518
Cust_86812,0.011242797959584964
Cust_468794,0.0112473414790152
Cust_592694,0.011257314686130056
Cust_47157,0.011258274185470001
Cust_545551,0.011260837031238006
Cust_91012,0.0112664698945804
Cust_322941,0.011270878390258914
Cust_299336,0.011279876947560998
Cust_264425,0.011311433115461959
Cust_50551,0.011313751989072583
Cust_311258,0.01131818907887574
Cust_507477,0.011319018452488524
Cust_300948,0.011329643289878483
Cust_382725,0.011334136356670957
Cust_306487,0.011355743441000807
Cust_444584,0.01135846299629148
Cust_532018,0.011374179033382701
Cust_247786,0.01137935124211935
Cust_347782,0.011381793188106722
Cust_115043,0.011384291998572148
Cust_523477,0.011386621166482683
Cust_584808,0.011395542857447243
Cust_489666,0.011401179760603352
Cust_491580,0.011403732575763924
Cust_368235,0.011405943180520184
Cust_46857,0.011413202530764286
Cust_402073,0.011413966833985958
Cust_572854,0.011414874401340888
Cust_151853,0.011420208057770782
Cust_140610,0.011429273900370372
Cust_554326,0.011430158686184232
Cust_38594,0.011435522162238233
Cust_270194,0.011435979160214951
Cust_370043,0.011436244714003454
Cust_390485,0.01145178756629525
Cust_277973,0.01145188229118646
Cust_333173,0.011457060381775314
Cust_411677,0.011458328720757673
Cust_506371,0.011459006364868718
Cust_429663,0.011464034315317654
Cust_103572,0.0114653287653354
Cust_219977,0.011469551637515299
Cust_50512,0.011470136791935957
Cust_101271,0.011470143481720272
Cust_312511,0.011470501221134341
Cust_59498,0.011480685301449797
Cust_506820,0.01148127738459168
Cust_240632,0.011484154822209562
Cust_261615,0.011486469652615303
Cust_285573,0.011514263648813337
Cust_37249,0.011514623153240401
Cust_2513,0.011519360420837585
Cust_443005,0.01152266714510125
Cust_105427,0.011524216278258673
Cust_306644,0.011524867592130018
Cust_228388,0.011528738593045906
Cust_526965,0.011532527965297093
Cust_394381,0.011533033303962622
Cust_516415,0.01153702608063035
Cust_224629,0.011539287073098408
Cust_564795,0.011540401760336412
Cust_1530,0.011549037600228355
Cust_180821,0.011563364803398217
Cust_291661,0.011566284009336522
Cust_397373,0.011572494194779575
Cust_468714,0.011578573103220845
Cust_21442,0.011579854439432996
Cust_553225,0.011581615820866501
Cust_258305,0.011584376424908943
Cust_397024,0.011591928017625118
Cust_485568,0.011601628685722298
Cust_155155,0.01160796991154859
Cust_566631,0.011610331207705661
Cust_591785,0.011610906516796943
Cust_232627,0.011613449695397154
Cust_492540,0.011624566028120243
Cust_317176,0.011627412499724342
Cust_305414,0.011627712734508714
Cust_79719,0.011631162401684662
Cust_367649,0.011635987641228846
Cust_486410,0.01163891473442858
Cust_414032,0.011639126639752684
Cust_281963,0.011639641315095553
Cust_380241,0.011640203901784591
Cust_340867,0.011641346294569485
Cust_303084,0.011651976878822095
Cust_2332,0.011655634283468943
Cust_327606,0.011659443507434322
Cust_349078,0.01166015371671095
Cust_319942,0.011665151648784207
Cust_75835,0.011667439011499126
Cust_271502,0.011670871776081974
Cust_330065,0.011671477452253564
Cust_45509,0.011672202134631205
Cust_555957,0.011672483214439153
Cust_2410,0.011673696245481794
Cust_166996,0.011681173708157013
Cust_279405,0.01168270470045298
Cust_569609,0.011694202262240497
Cust_221565,0.011699558966122214
Cust_11720,0.011701011640315217
Cust_358998,0.01170102007600519
Cust_452517,0.0117069227449317
Cust_428444,0.011708486211475284
Cust_313641,0.01172751885828355
Cust_389384,0.011728018013939953
Cust_96614,0.011730199423455462
Cust_448007,0.011735644198992291
Cust_497231,0.011739440076585202
Cust_28326,0.011740138694081687
Cust_222698,0.011750084335277015
Cust_150922,0.011751096961224816
Cust_280139,0.011751514198422916
Cust_263681,0.011751986499844007
Cust_513594,0.011752526894243711
Cust_546211,0.01175425482031128
Cust_586219,0.011757138773171475
Cust_349296,0.01175918591641944
Cust_344392,0.011761989539645171
Cust_73348,0.01176365400602031
Cust_570206,0.011764099438783461
Cust_527822,0.011765182522132845
Cust_33499,0.011789321257546862
Cust_38608,0.011792040768924685
Cust_531764,0.011802380863497584
Cust_512488,0.011803986471678903
Cust_357603,0.011805224605155998
Cust_508822,0.011807346132548475
Cust_352434,0.011812683165600513
Cust_536882,0.011816248261649506
Cust_163246,0.011818474743918526
Cust_44504,0.011822146673570932
Cust_499461,0.011824947419174402
Cust_363209,0.011825228722770044
Cust_201222,0.011826014391186307
Cust_380952,0.01184320570630648
Cust_132517,0.011844214612484522
Cust_185865,0.011845462265430037
Cust_226902,0.01184677425073025
Cust_318432,0.011849296092400463
Cust_441224,0.011850487777475474
Cust_557454,0.011857843301876838
Cust_30658,0.011866286251258915
Cust_510711,0.011870284912543647
Cust_63978,0.01187037003492015
Cust_342728,0.011870556114303455
Cust_103978,0.011873061083851916
Cust_152984,0.011874718568298684
Cust_86645,0.011881110508484675
Cust_474483,0.011883304414711053
Cust_309544,0.01188436349635301
Cust_592860,0.011884372284668215
Cust_505510,0.011884611056466595
Cust_133010,0.011896832508275805
Cust_358353,0.011898677638894956
Cust_323794,0.011899432070387447
Cust_545976,0.011899465433797007
Cust_194001,0.011901705804238867
Cust_574599,0.011902167758401378
Cust_377704,0.011902525307221058
Cust_310145,0.011904516730615027
Cust_232451,0.011905465172998094
Cust_105951,0.011906428445537161
Cust_260569,0.011910276109692612
Cust_447158,0.011921143354725692
Cust_455929,0.011923952736257177
Cust_451936,0.01192485914783229
Cust_503285,0.011926564977441493
Cust_542903,0.011929441114840691
Cust_378945,0.011940469833598456
Cust_430,0.01194473104187328
Cust_555147,0.011946682072897181
Cust_19882,0.011952169936215474
Cust_263785,0.011952699729047698
Cust_349082,0.01195782983156514
Cust_232813,0.011958860758705312
Cust_73499,0.011962688687134817
Cust_221434,0.011962884338192358
Cust_92139,0.011963351880647066
Cust_129971,0.01196483293457062
Cust_471923,0.011966135688150633
Cust_340926,0.011970347515075913
Cust_24632,0.011973076181061734
Cust_25106,0.011978875280627766
Cust_25546,0.011979068123285318
Cust_195141,0.011981543713439936
Cust_353466,0.011983368933912261
Cust_182412,0.011987303829478988
Cust_261655,0.011995949037855747
Cust_48134,0.011998945992870845
Cust_496195,0.012001398493773345
Cust_253619,0.012001713790626211
Cust_120801,0.012004592905816975
Cust_196908,0.01200556702759937
Cust_447049,0.012008210695789787
Cust_392451,0.012009440031608422
Cust_398078,0.012011434820701524
Cust_73343,0.012016302484928142
Cust_310373,0.012020011293642696
Cust_102754,0.012021264734797968
Cust_446791,0.0120219411078147
Cust_452161,0.012022485645794884
Cust_7644,0.012024671292218063
Cust_402160,0.01202574464388745
Cust_371848,0.012028698641254975
Cust_539486,0.012032242414425423
Cust_347453,0.01204179277400807
Cust_486222,0.012042912915856187
Cust_434912,0.012045963327108387
Cust_333940,0.012051843189900862
Cust_509527,0.01206536596598438
Cust_54600,0.012066151636578053
Cust_261464,0.012067005140351908
Cust_460806,0.012068230729015061
Cust_407994,0.012071331224254744
Cust_561871,0.012072283919468607
Cust_343473,0.012072517281292878
Cust_316548,0.012075520349085182
Cust_367558,0.012076353795035204
Cust_35366,0.012080906423314304
Cust_173736,0.01208229975315597
Cust_217310,0.01208425641728236
Cust_476488,0.012086882341693889
Cust_231870,0.012094118525661432
Cust_162642,0.012095564119075308
Cust_442194,0.012096264348395369
Cust_369206,0.01209819751338454
Cust_297955,0.012098640099407322
Cust_342372,0.012099695631108218
Cust_509459,0.012102093760435983
Cust_489375,0.012107832087803421
Cust_589916,0.012107845619136706
Cust_36226,0.012108162922128763
Cust_316880,0.012111984797004
Cust_338701,0.012112257405439636
Cust_389187,0.012114955919286845
Cust_270771,0.0121185847636942
Cust_73100,0.012119146003579157
Cust_510891,0.01211947659684685
